"","source","source_division","citation","token_id","sentence_id","verb","lemma_id","lemma","gr","gr_token_id","gr_sentence_id","gr_lemma","gr_tensemood"
"10567","Marianus","Luke 10","LUKE 10.35",592785,51439,"възвраштѫ",64406,"възвратити","ἐπανέρχεσθαί",330197,20867,"ἐπανέρχομαι","present_middle_infinitive"
"10568","Marianus","Luke 11","LUKE 11.24",593422,51462,"възвраштѫ",64406,"възвратити","ὑποστρέψω",330856,20925,"ὑποστρέφω","future"
"10569","Marianus","Luke 12","LUKE 12.36",594707,40777,"възвратитъ",64406,"възвратити","ἀναλύσῃ",332198,21027,"ἀναλύω","aorist_subjunctive"
"10572","Marianus","Luke 17","LUKE 17.31",598519,41068,"възвратитъ",64406,"възвратити","ἐπιστρεψάτω",336081,21326,"ἐπιστρέφω","aorist_active_imperative"
"10573","Marianus","Luke 19","LUKE 19.8",599524,41151,"възвращѫ",64406,"възвратити","ἀποδίδωμι",337094,21417,"ἀποδίδωμι","present"
"10579","Marianus","Matthew 12","MATT 12.44",784200,50822,"възвраштѫ",64406,"възвратити","ἐπιστρέψω",274519,15179,"ἐπιστρέφω","future"
"10808","Marianus","Luke 8","LUKE 8.31",590221,51374,"повелитъ",64815,"повелѣти","ἐπιτάξῃ",327584,20661,"ἐπιτάσσω","aorist_subjunctive"
"10809","Marianus","Luke 8","LUKE 8.32",590240,40431,"повелитъ",64815,"повелѣти","ἐπιτρέψῃ",327606,20662,"ἐπιτρέπω","aorist_subjunctive"
"10937","Marianus","Matthew 26","MATT 26.17",579384,39597,"оуготоваемь",65072,"оуготовати","ἑτοιμάσωμέν",284955,16019,"ἑτοιμάζω","aorist_subjunctive"
"10942","Marianus","Luke 7","LUKE 7.27",589054,40338,"оуготоваатъ",65072,"оуготовати","κατασκευάσει",326381,20566,"κατασκευάζω","future"
"10943","Marianus","Luke 9","LUKE 9.52",591860,40549,"оуготоваѭтъ",65072,"оуготовати","ἑτοιμάσαι",329247,20786,"ἑτοιμάζω","aorist_active_infinitive"
"10948","Marianus","Luke 22","LUKE 22.9",601833,41341,"оуготоваевѣ",65072,"оуготовати","ἑτοιμάσωμεν",339434,21611,"ἑτοιμάζω","aorist_subjunctive"
"10954","Marianus","John 14","JOHN 14.3",616454,42616,"оуготоваѭ",65072,"оуготовати","ἑτοιμάσω",355053,22954,"ἑτοιμάζω","aorist_subjunctive"
"10977","Marianus","Mark 8","MARK 8.34",544480,50409,"отъвръжетъ",65080,"отъврѣщи","ἀπαρνησάσθω",107819,6959,"ἀπαρνέομαι","aorist_middle_imperative"
"10979","Marianus","Mark 14","MARK 14.30",549425,37204,"отъвръжеши",65080,"отъврѣщи","ἀπαρνήσῃ",112801,7376,"ἀπαρνέομαι","future"
"10980","Marianus","Mark 14","MARK 14.31",549444,37206,"отъвръгѫ",65080,"отъврѣщи","ἀπαρνήσωμαι",112817,7378,"ἀπαρνέομαι","aorist_subjunctive"
"10982","Marianus","Mark 14","MARK 14.72",550203,37276,"отъвръжеши",65080,"отъврѣщи","ἀπαρνήσῃ",758915,56965,"ἀπαρνέομαι","future"
"10984","Marianus","Matthew 10","MATT 10.33",567714,38646,"отъвръжетъ",65080,"отъврѣщи","ἀρνήσηταί",272881,15061,"ἀρνέομαι","aorist_subjunctive"
"10985","Marianus","Matthew 10","MATT 10.33",567720,38646,"отъвръгѫ",65080,"отъврѣщи","ἀρνήσομαι",272887,15061,"ἀρνέομαι","future"
"10986","Marianus","Matthew 16","MATT 16.24",572249,39025,"отъвръжетъ",65080,"отъврѣщи","ἀπαρνησάσθω",277719,15440,"ἀπαρνέομαι","aorist_middle_imperative"
"10989","Marianus","Matthew 26","MATT 26.34",579697,39631,"отъвръжеши",65080,"отъврѣщи","ἀπαρνήσῃ",285294,16054,"ἀπαρνέομαι","future"
"10990","Marianus","Matthew 26","MATT 26.35",579714,39633,"отъвръгѫ",65080,"отъврѣщи","ἀπαρνήσομαι",285313,16056,"ἀπαρνέομαι","future"
"10993","Marianus","Matthew 26","MATT 26.75",580505,62964,"отъвръжеши",65080,"отъврѣщи","ἀπαρνήσῃ",286117,48041,"ἀπαρνέομαι","future"
"10995","Marianus","Luke 9","LUKE 9.23",591220,40504,"отъвръжетъ",65080,"отъврѣщи","ἀρνησάσθω",328582,20742,"ἀρνέομαι","aorist_middle_imperative"
"10996","Marianus","Luke 11","LUKE 11.9",593146,51460,"отвръзетъ",65080,"отъврѣщи","ἀνοιχθήσεται",330559,20902,"ἀνοίγνυμι","future"
"10999","Marianus","Luke 12","LUKE 12.36",594717,40777,"отвръзѫтъ",65080,"отъврѣщи","ἀνοίξωσιν",332208,21027,"ἀνοίγνυμι","aorist_subjunctive"
"11000","Marianus","Luke 22","LUKE 22.34",602269,41380,"отъвръжеши",65080,"отъврѣщи","ἀπαρνήσῃ",339895,48582,"ἀπαρνέομαι","future"
"11002","Marianus","Luke 22","LUKE 22.61",602810,51720,"отъвръжеши",65080,"отъврѣщи","ἀπαρνήσῃ",340427,58326,"ἀπαρνέομαι","future"
"11003","Marianus","John 13","JOHN 13.38",616408,52070,"отъвръжеши",65080,"отъврѣщи","ἀρνήσῃ",355005,48728,"ἀρνέομαι","aorist_subjunctive"
"11035","Marianus","Mark 4","MARK 4.22",540915,36532,"авитъ",65102,"авити","φανερωθῇ",104201,6679,"φανερόω","aorist_subjunctive"
"11041","Marianus","Matthew 6","MATT 6.18",564806,38430,"авиши",65102,"авити","φανῇς",269864,14843,"φαίνω","aorist_subjunctive"
"11045","Marianus","Matthew 24","MATT 24.30",577875,39488,"авитъ",65102,"авити","φανήσεται",283402,15909,"φαίνω","future"
"11048","Marianus","Luke 8","LUKE 8.17",589859,40401,"авитъ",65102,"авити","φανερὸν",327225,20631,"φανερός","nonverbal"
"11053","Marianus","Luke 17","LUKE 17.30",598489,41067,"ѣвитъ",65102,"авити","ἀποκαλύπτεται",336051,21325,"ἀποκαλύπτω","present"
"11058","Marianus","John 1","JOHN 1.31",605165,41623,"ѣвитъ",65102,"авити","φανερωθῇ",342963,21916,"φανερόω","aorist_subjunctive"
"11060","Marianus","John 3","JOHN 3.21",606461,41734,"авѧтъ",65102,"авити","φανερωθῇ",344348,22029,"φανερόω","aorist_subjunctive"
"11062","Marianus","John 9","JOHN 9.3",612195,42242,"авѧтъ",65102,"авити","φανερωθῇ",350535,22563,"φανερόω","aorist_subjunctive"
"11064","Marianus","John 14","JOHN 14.21",616829,42647,"ѣвлѭ҄",65102,"авити","ἐμφανίσω",355454,22987,"ἐμφανίζω","future"
"11079","Marianus","Luke 1","LUKE 1.13",583114,39931,"родитъ",65112,"родити","γεννήσει",320267,20159,"γεννάω","future"
"11080","Marianus","Luke 1","LUKE 1.31",583466,39954,"родиши",65112,"родити","τέξῃ",320624,20182,"τίκτω","future"
"11081","Marianus","Luke 1","LUKE 1.35",583546,39959,"родитъ",65112,"родити","γεννώμενον",320711,20187,"γεννάω","present_passive_participle"
"11090","Marianus","John 3","JOHN 3.5",606160,41713,"родитъ",65112,"родити","γεννηθῇ",344018,48630,"γεννάω","aorist_subjunctive"
"11100","Marianus","John 16","JOHN 16.21",618024,42736,"родитъ",65112,"родити","γεννήσῃ",356664,23078,"γεννάω","aorist_subjunctive"
"11104","Marianus","John 3","JOHN 3.3",852036,51805,"родитъ",65112,"родити","γεννηθῇ",343970,48628,"γεννάω","aorist_subjunctive"
"11524","Marianus","Mark 10","MARK 10.49",546546,50472,"зоветъ",65693,"зъвати","φωνεῖ",109887,47341,"φωνέω","present"
"11532","Marianus","Matthew 27","MATT 27.47",581295,39788,"зоветъ",65693,"зъвати","φωνεῖ",286925,62839,"φωνέω","present"
"11533","Marianus","Luke 6","LUKE 6.46",588404,40288,"зовете",65693,"зъвати","καλεῖτε",325711,20515,"καλέω","present"
"11548","Marianus","John 11","JOHN 11.28",614155,42429,"зоветъ",65693,"зъвати","φωνεῖ",352616,22758,"φωνέω","present"
"11641","Marianus","Mark 15","MARK 15.15",550433,37300,"пропънѫтъ",65741,"пропѧти","σταυρωθῇ",113817,7476,"σταυρόω","aorist_subjunctive"
"11642","Marianus","Mark 15","MARK 15.20",550517,37307,"пропънѫтъ",65741,"пропѧти","σταυρώσουσιν",113897,7483,"σταυρόω","future"
"11648","Marianus","Matthew 23","MATT 23.34",577268,39446,"пропьнете",65741,"пропѧти","σταυρώσετε",282770,15865,"σταυρόω","future"
"11651","Marianus","Matthew 27","MATT 27.26",580958,51185,"пропънѫтъ",65741,"пропѧти","σταυρωθῇ",286582,48045,"σταυρόω","aorist_subjunctive"
"11665","Marianus","John 19","JOHN 19.15",619717,42879,"пропънѫ",65741,"пропѧти","σταυρώσω",358763,23262,"σταυρόω","future"
"11666","Marianus","John 19","JOHN 19.16",619735,42883,"пропънѫтъ",65741,"пропѧти","σταυρωθῇ",358782,23265,"σταυρόω","aorist_subjunctive"
"11725","Marianus","John 7","JOHN 7.8",610146,42033,"вьзидѫ",65811,"възити","ἀναβαίνω",348184,22334,"ἀναβαίνω","present"
"11886","Marianus","Matthew 11","MATT 11.23",568282,38686,"сънидеши",65861,"сънити","καταβιβασθήσῃ",273473,15103,"καταβιβάζω","future"
"11893","Marianus","Luke 9","LUKE 9.54",591893,40552,"сънидетъ",65861,"сънити","καταβῆναι",329278,20789,"καταβαίνω","aorist_active_infinitive"
"11897","Marianus","John 4","JOHN 4.47",607631,41835,"сънидетъ",65861,"сънити","καταβῇ",345565,22129,"καταβαίνω","aorist_subjunctive"
"11905","Marianus","Mark 15","MARK 15.32",758388,56948,"сънидетъ",65861,"сънити","καταβάτω",114057,7497,"καταβαίνω","aorist_active_imperative"
"12064","Marianus","Mark 4","MARK 4.12",540723,36520,"обратѧтъ",66034,"обратити","ἐπιστρέψωσιν",104000,6668,"ἐπιστρέφω","aorist_subjunctive"
"12069","Marianus","Matthew 13","MATT 13.15",569634,38791,"обратѧтъ",66034,"обратити","ἐπιστρέψωσιν",274949,15209,"ἐπιστρέφω","aorist_subjunctive"
"12071","Marianus","Matthew 18","MATT 18.3",572962,50906,"обратите",66034,"обратити","στραφῆτε",278445,47897,"στρέφω","aorist_subjunctive"
"12072","Marianus","Luke 1","LUKE 1.16",583168,39933,"обратитъ",66034,"обратити","ἐπιστρέψει",320322,20161,"ἐπιστρέφω","future"
"12080","Marianus","Luke 17","LUKE 17.4",598024,41025,"обратитъ",66034,"обратити","ἐπιστρέψῃ",335567,48510,"ἐπιστρέφω","aorist_subjunctive"
"12085","Marianus","John 12","JOHN 12.40",615497,42534,"обратѧтъ",66034,"обратити","στραφῶσιν",354033,22866,"στρέφω","aorist_subjunctive"
"12356","Marianus","Matthew 6","MATT 6.2",564492,38410,"прославѧтъ",66331,"прославити","δοξασθῶσιν",269552,14824,"δοξάζω","aorist_subjunctive"
"12361","Marianus","John 11","JOHN 11.4",613772,42387,"прославитъ",66331,"прославити","δοξασθῇ",352197,22716,"δοξάζω","aorist_subjunctive"
"12363","Marianus","John 12","JOHN 12.23",615147,42501,"прославитъ",66331,"прославити","δοξασθῇ",353653,22834,"δοξάζω","aorist_subjunctive"
"12366","Marianus","John 12","JOHN 12.28",615268,42512,"прославлѭ",66331,"прославити","δοξάσω",353789,22845,"δοξάζω","future"
"12370","Marianus","John 13","JOHN 13.32",616270,42597,"прославитꙑ",66331,"прославити","δοξάσει",354864,22933,"δοξάζω","future"
"12371","Marianus","John 13","JOHN 13.32",616277,42597,"прославитъ",66331,"прославити","δοξάσει",354871,22933,"δοξάζω","future"
"12372","Marianus","John 14","JOHN 14.13",616676,42637,"прославитъ",66331,"прославити","δοξασθῇ",355293,22977,"δοξάζω","aorist_subjunctive"
"12374","Marianus","John 16","JOHN 16.14",617840,42722,"прославитъ",66331,"прославити","δοξάσει",356494,23062,"δοξάζω","future"
"12376","Marianus","John 17","JOHN 17.1",618326,42762,"прославитъ",66331,"прославити","δοξάσῃ",356968,23104,"δοξάζω","aorist_subjunctive"
"12557","Marianus","Matthew 7","MATT 7.20",565526,38485,"познаете",66596,"познати","ἐπιγνώσεσθε",270608,14897,"ἐπιγιγνώσκω","future"
"12561","Marianus","Luke 6","LUKE 6.44",588356,40284,"познаатъ",66596,"познати","γινώσκεται",325661,20511,"γιγνώσκω","present"
"12563","Marianus","Luke 24","LUKE 24.16",604184,41542,"познаате",66596,"познати","ἐπιγνῶναι",341789,21820,"ἐπιγιγνώσκω","aorist_active_infinitive"
"12574","Marianus","John 14","JOHN 14.7",853117,42624,"познаате",66596,"познати","γινώσκετε",355135,22962,"γιγνώσκω","present"
"12618","Marianus","Matthew 7","MATT 7.7",565302,38467,"отвръзетъ",66653,"отврѣсти","ἀνοιγήσεται",270375,14881,"ἀνοίγνυμι","future"
"12620","Marianus","Matthew 13","MATT 13.35",570057,50836,"отвръзѫ",66653,"отврѣсти","ἀνοίξω",275404,47853,"ἀνοίγνυμι","future"
"12621","Marianus","Matthew 20","MATT 20.33",574951,62882,"отвръзете",66653,"отврѣсти","ἀνοιγῶσιν",280369,15659,"ἀνοίγνυμι","aorist_subjunctive"
"12626","Marianus","Luke 11","LUKE 11.10",593161,40657,"отвръзетъ",66653,"отврѣсти","ἀνοιχθήσεται",330576,20903,"ἀνοίγνυμι","future"
"12738","Marianus","Mark 2","MARK 2.22",539792,50257,"погꙑбнѫтъ",66872,"погꙑбнѫти","ἀπόλλυται",103025,6600,"ἀπόλλυμι","present"
"12741","Marianus","Matthew 18","MATT 18.14",573241,39100,"погꙑбнетъ",66872,"погꙑбнѫти","ἀπόληται",278722,15517,"ἀπόλλυμι","aorist_subjunctive"
"12742","Marianus","Matthew 26","MATT 26.52",580068,39668,"погꙑбнѫтъ",66872,"погꙑбнѫти","ἀπολοῦνται",285679,16092,"ἀπόλλυμι","future"
"12743","Marianus","Luke 5","LUKE 5.37",587451,40217,"погꙑбнѫтъ",66872,"погꙑбнѫти","ἀπολοῦνται",324718,20441,"ἀπόλλυμι","future"
"12744","Marianus","Luke 13","LUKE 13.5",595286,51493,"погꙑбнете",66872,"погꙑбнѫти","ἀπολεῖσθε",332799,48476,"ἀπόλλυμι","future"
"12750","Marianus","John 3","JOHN 3.16",606356,41727,"погꙑбнетъ",66872,"погꙑбнѫти","ἀπόληται",344230,22022,"ἀπόλλυμι","aorist_subjunctive"
"12751","Marianus","John 10","JOHN 10.28",613437,42362,"погꙑбнѫтъ",66872,"погꙑбнѫти","ἀπόλωνται",351858,22691,"ἀπόλλυμι","aorist_subjunctive"
"12752","Marianus","John 11","JOHN 11.50",614584,42466,"погꙑбнетъ",66872,"погꙑбнѫти","ἀπόληται",353062,22798,"ἀπόλλυμι","aorist_subjunctive"
"12982","Marianus","Matthew 10","MATT 10.11",567301,38614,"прѣбѫдете",67496,"прѣбꙑти","μείνατε",272446,15027,"μένω","aorist_active_imperative"
"12991","Marianus","John 8","JOHN 8.31",611553,42176,"прѣбѫдете",67496,"прѣбꙑти","μείνητε",349867,22497,"μένω","aorist_subjunctive"
"12994","Marianus","John 12","JOHN 12.46",615589,42541,"прѣбѫдетъ",67496,"прѣбꙑти","μείνῃ",354136,22872,"μένω","aorist_subjunctive"
"12995","Marianus","John 15","JOHN 15.6",617169,42674,"прѣбѫдетъ",67496,"прѣбꙑти","μένῃ",355807,23013,"μένω","present_subjunctive"
"12996","Marianus","John 15","JOHN 15.7",617190,42675,"прѣбѫдете",67496,"прѣбꙑти","μείνητε",355832,23014,"μένω","aorist_subjunctive"
"12997","Marianus","John 15","JOHN 15.7",617199,42675,"прѣбѫдѫтъ",67496,"прѣбꙑти","μείνῃ",355841,23014,"μένω","aorist_subjunctive"
"12998","Marianus","John 15","JOHN 15.10",617245,42679,"прѣбѫдете",67496,"прѣбꙑти","μενεῖτε",355892,23018,"μένω","future"
"12999","Marianus","John 15","JOHN 15.16",617384,42686,"прѣбѫдетъ",67496,"прѣбꙑти","μένῃ",356026,23025,"μένω","present_subjunctive"
"13000","Marianus","John 15","JOHN 15.4",763336,57062,"прѣбѫдете",67496,"прѣбꙑти","μένητε",355771,23010,"μένω","present_subjunctive"
"13913","Marianus","Mark 4","MARK 4.38",541201,50295,"родиши",70454,"родити","μέλει",104500,6702,"μέλει","present"
"13914","Marianus","Mark 12","MARK 12.14",547497,37045,"родиши",70454,"родити","μέλει",110850,7213,"μέλει","present"
"13918","Marianus","Matthew 22","MATT 22.16",851373,62916,"родиши",70454,"родити","μέλει",281678,47928,"μέλει","present"
"13919","Marianus","Matthew 24","MATT 24.29",577863,39487,"съпадѫтъ",70480,"съпасти","πεσοῦνται",283388,15908,"πίπτω","future"
